epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,1094.5,0.49836,0.85265,0.87912,0.97754,0.93654,0.95673,0.88435,0.46978,0.92067,0.86826,0.00125442,0.00125442,0.00125442
27,1138.65,0.52047,0.86155,0.92248,1,0.84489,0.91629,0.81381,0.48546,1.0027,0.86953,0.00123791,0.00123791,0.00123791
28,1181.06,0.48746,0.74088,0.87938,0.98016,0.89808,0.93199,0.82783,0.47816,0.94561,0.87617,0.00122141,0.00122141,0.00122141
29,1224.51,0.56964,0.86125,0.89448,0.98412,0.97311,0.97006,0.8628,0.48044,0.75749,0.87071,0.00120491,0.00120491,0.00120491
30,1267.4,0.5248,0.76284,0.89599,0.93621,0.96153,0.97006,0.84815,0.49885,0.77764,0.86611,0.0011884,0.0011884,0.0011884
31,1310.29,0.53701,0.75109,0.90417,0.97938,0.93387,0.96756,0.84325,0.5061,0.78494,0.86422,0.0011719,0.0011719,0.0011719
32,1352.5,0.52369,0.72903,0.90045,0.98296,0.89517,0.96006,0.84759,0.52024,0.77648,0.8801,0.0011554,0.0011554,0.0011554
33,1395,0.48322,0.71261,0.88862,0.89225,0.975,0.95154,0.86593,0.47199,0.74381,0.86169,0.00113889,0.00113889,0.00113889
34,1437.28,0.52592,0.72202,0.89219,0.98096,0.97045,0.97006,0.87062,0.47328,0.69982,0.85301,0.00112239,0.00112239,0.00112239
35,1480.96,0.49551,0.68997,0.89194,0.9857,0.975,0.97006,0.89229,0.4696,0.67957,0.85362,0.00110589,0.00110589,0.00110589
36,1523.47,0.54094,0.79512,0.91143,0.98734,0.975,0.97006,0.8737,0.47979,0.68259,0.85707,0.00108938,0.00108938,0.00108938
37,1565.42,0.49994,0.69491,0.89826,0.95664,0.97127,0.97006,0.85706,0.49793,0.69452,0.89975,0.00107288,0.00107288,0.00107288
38,1608.03,0.50764,0.71994,0.91994,0.95312,0.97022,0.97006,0.85618,0.50422,0.70519,0.90413,0.00105638,0.00105638,0.00105638
39,1650.84,0.50223,0.67898,0.8885,0.98076,0.89808,0.95779,0.85042,0.47215,0.70956,0.88098,0.00103987,0.00103987,0.00103987
40,1693.5,0.50682,0.6886,0.89307,0.98776,0.89808,0.95593,0.84334,0.46398,0.68255,0.86219,0.00102337,0.00102337,0.00102337
41,1735.49,0.47512,0.68618,0.90173,0.99291,0.89808,0.95234,0.86745,0.43693,0.64972,0.84872,0.00100687,0.00100687,0.00100687
42,1777.91,0.46321,0.64093,0.88522,0.98527,0.93654,0.9654,0.88314,0.41585,0.60472,0.84529,0.000990365,0.000990365,0.000990365
43,1819.64,0.44043,0.64239,0.88818,0.9831,0.97005,0.97007,0.87909,0.45477,0.60684,0.85825,0.000973861,0.000973861,0.000973861
44,1861.68,0.47558,0.6453,0.88773,0.98599,0.93365,0.9654,0.86628,0.45465,0.61324,0.85257,0.000957358,0.000957358,0.000957358
45,1905.27,0.48224,0.64742,0.89199,0.97987,0.93442,0.96539,0.85026,0.48192,0.60338,0.85862,0.000940855,0.000940855,0.000940855
46,1948.75,0.48158,0.63705,0.87878,0.97815,0.97237,0.97006,0.86081,0.46503,0.53084,0.86298,0.000924352,0.000924352,0.000924352
47,1990.39,0.4743,0.66034,0.89045,0.98717,0.97375,0.97006,0.8748,0.45545,0.52538,0.86214,0.000907848,0.000907848,0.000907848
48,2032,0.44589,0.57502,0.88325,0.99172,0.975,0.97006,0.86,0.46105,0.52378,0.86689,0.000891345,0.000891345,0.000891345
49,2073.78,0.45909,0.56532,0.88193,0.99228,0.975,0.97007,0.86015,0.47271,0.50922,0.87154,0.000874842,0.000874842,0.000874842
50,2115.84,0.43676,0.53862,0.85436,0.99167,0.975,0.97007,0.86426,0.47461,0.49993,0.8715,0.000858338,0.000858338,0.000858338
51,2158.58,0.43262,0.6,0.85659,0.99343,0.975,0.97007,0.86828,0.4489,0.50924,0.86166,0.000841835,0.000841835,0.000841835
52,2201.49,0.40827,0.55672,0.87316,0.99399,0.975,0.97008,0.876,0.42196,0.51006,0.8564,0.000825332,0.000825332,0.000825332
53,2243.92,0.43007,0.52654,0.85724,0.9913,0.975,0.97008,0.88613,0.40907,0.51001,0.84121,0.000808828,0.000808828,0.000808828
54,2286.67,0.45992,0.57298,0.88669,0.99221,0.975,0.97007,0.87573,0.4125,0.50608,0.83813,0.000792325,0.000792325,0.000792325
55,2329.67,0.46487,0.57524,0.86783,0.99351,0.975,0.97007,0.87447,0.41107,0.48438,0.83594,0.000775822,0.000775822,0.000775822
56,2373.09,0.45788,0.58588,0.90186,0.99395,0.975,0.97007,0.89491,0.41606,0.48601,0.83366,0.000759318,0.000759318,0.000759318
57,2415.24,0.44785,0.61189,0.86882,0.99111,0.975,0.97007,0.89697,0.414,0.49418,0.83407,0.000742815,0.000742815,0.000742815
58,2458.02,0.43178,0.51948,0.86922,0.99003,0.975,0.97007,0.89814,0.43146,0.48271,0.83832,0.000726312,0.000726312,0.000726312
59,2500.67,0.39199,0.53617,0.87549,0.99017,0.96544,0.97007,0.88817,0.39772,0.46532,0.83109,0.000709809,0.000709809,0.000709809
60,2542.92,0.42877,0.55818,0.87741,0.99363,0.93642,0.96757,0.87742,0.39767,0.45876,0.83223,0.000693305,0.000693305,0.000693305
61,2585.77,0.41017,0.50371,0.86533,0.98447,0.97471,0.97007,0.89362,0.4013,0.46227,0.83261,0.000676802,0.000676802,0.000676802
62,2628.08,0.40779,0.54416,0.87168,0.98465,0.975,0.97007,0.89374,0.41212,0.47371,0.8342,0.000660299,0.000660299,0.000660299
63,2670.62,0.42494,0.51072,0.87859,0.98518,0.975,0.97008,0.88255,0.40873,0.46538,0.83266,0.000643795,0.000643795,0.000643795
64,2712.85,0.44241,0.51883,0.89253,0.98929,0.975,0.97008,0.89206,0.39602,0.43878,0.82566,0.000627292,0.000627292,0.000627292
65,2755.2,0.4389,0.51574,0.88572,0.99291,0.975,0.97008,0.88986,0.39612,0.42902,0.8246,0.000610789,0.000610789,0.000610789
66,2797.83,0.3972,0.51059,0.85883,0.9956,0.975,0.97008,0.89068,0.38738,0.41092,0.82067,0.000594286,0.000594286,0.000594286
67,2840.89,0.416,0.48391,0.86869,0.99567,0.975,0.97008,0.89973,0.38939,0.41282,0.82115,0.000577782,0.000577782,0.000577782
68,2882.84,0.41207,0.47621,0.87265,0.99553,0.975,0.97009,0.89549,0.38778,0.40681,0.81972,0.000561279,0.000561279,0.000561279
69,2925.46,0.41222,0.49345,0.87583,0.99508,0.975,0.97009,0.89084,0.40912,0.40928,0.82628,0.000544776,0.000544776,0.000544776
70,2968.59,0.40148,0.47099,0.86113,0.99533,0.975,0.97009,0.88439,0.41507,0.41196,0.82912,0.000528272,0.000528272,0.000528272
71,3012.42,0.42077,0.48823,0.87226,0.99514,0.975,0.9701,0.86382,0.42488,0.41221,0.83534,0.000511769,0.000511769,0.000511769
72,3055.11,0.37485,0.43038,0.84863,0.99391,0.975,0.9701,0.87411,0.40682,0.41443,0.83152,0.000495266,0.000495266,0.000495266
73,3098.12,0.38221,0.47072,0.86174,0.99376,0.975,0.9701,0.87455,0.40146,0.41117,0.82992,0.000478762,0.000478762,0.000478762
74,3139.6,0.39428,0.47529,0.86018,0.99557,0.975,0.97011,0.88405,0.39287,0.40787,0.82435,0.000462259,0.000462259,0.000462259
75,3179.75,0.3782,0.45769,0.85554,0.99222,0.975,0.97012,0.87879,0.38777,0.39066,0.81934,0.000445756,0.000445756,0.000445756
76,3221.85,0.38171,0.46752,0.86907,0.9922,0.975,0.97012,0.88229,0.38825,0.38026,0.81868,0.000429253,0.000429253,0.000429253
77,3264.28,0.36292,0.43557,0.83621,0.99294,0.975,0.97011,0.88953,0.37383,0.37227,0.81603,0.000412749,0.000412749,0.000412749
78,3307.33,0.36132,0.43168,0.85446,0.99465,0.975,0.97011,0.89965,0.36634,0.37253,0.81844,0.000396246,0.000396246,0.000396246
79,3349.49,0.35985,0.41317,0.85548,0.99523,0.975,0.97011,0.89965,0.36621,0.36732,0.82001,0.000379743,0.000379743,0.000379743
80,3392,0.40133,0.4401,0.88927,0.99667,0.975,0.97011,0.89641,0.36199,0.34908,0.81955,0.000363239,0.000363239,0.000363239
81,3432.38,0.38466,0.44026,0.86214,0.99542,0.975,0.97012,0.88867,0.36434,0.35317,0.82179,0.000346736,0.000346736,0.000346736
82,3471.63,0.35171,0.40886,0.84233,0.99562,0.975,0.97013,0.89511,0.36135,0.34857,0.82231,0.000330233,0.000330233,0.000330233
83,3511.18,0.38819,0.41757,0.87289,0.99521,0.975,0.97014,0.89514,0.36471,0.34894,0.82275,0.000313729,0.000313729,0.000313729
84,3550.6,0.34604,0.41757,0.85136,0.99611,0.975,0.97014,0.8997,0.36733,0.34559,0.82266,0.000297226,0.000297226,0.000297226
85,3592.01,0.35909,0.41787,0.82921,0.99635,0.975,0.97014,0.90026,0.37121,0.34224,0.82324,0.000280723,0.000280723,0.000280723
86,3631.39,0.35816,0.39385,0.86525,0.99595,0.975,0.97014,0.90848,0.36822,0.34247,0.82262,0.00026422,0.00026422,0.00026422
87,3670.21,0.38516,0.41484,0.88141,0.99519,0.975,0.97013,0.89756,0.36541,0.33682,0.82171,0.000247716,0.000247716,0.000247716
88,3710.25,0.36742,0.40486,0.86535,0.99574,0.975,0.97013,0.89894,0.36486,0.34222,0.82169,0.000231213,0.000231213,0.000231213
89,3747.9,0.37279,0.38801,0.85856,0.99588,0.975,0.97013,0.90247,0.36,0.34287,0.81981,0.00021471,0.00021471,0.00021471
90,3787.1,0.34875,0.39991,0.86511,0.99606,0.975,0.97014,0.901,0.35658,0.33577,0.81724,0.000198206,0.000198206,0.000198206
91,3825.69,0.29094,0.39365,0.82257,0.99622,0.975,0.97011,0.90106,0.356,0.33799,0.81559,0.000181703,0.000181703,0.000181703
92,3863.94,0.28869,0.36884,0.80801,0.9964,0.975,0.9701,0.89999,0.35907,0.34153,0.81582,0.0001652,0.0001652,0.0001652
93,3902.1,0.28166,0.35566,0.78226,0.99636,0.975,0.97009,0.90697,0.36738,0.34524,0.81569,0.000148696,0.000148696,0.000148696
94,3939.98,0.30023,0.38831,0.82005,0.99588,0.975,0.97009,0.9015,0.36923,0.34709,0.81618,0.000132193,0.000132193,0.000132193
95,3976.88,0.26427,0.36267,0.80374,0.99558,0.975,0.9701,0.90908,0.3647,0.34719,0.81519,0.00011569,0.00011569,0.00011569
96,4013.48,0.27438,0.35625,0.78991,0.99574,0.975,0.9701,0.90781,0.3583,0.34019,0.81478,9.91865e-05,9.91865e-05,9.91865e-05
97,4051.18,0.26786,0.35056,0.799,0.99617,0.975,0.9701,0.90537,0.35398,0.33612,0.8146,8.26832e-05,8.26832e-05,8.26832e-05
98,4087.97,0.28688,0.35405,0.83535,0.9963,0.975,0.97011,0.90869,0.3505,0.32904,0.81425,6.61799e-05,6.61799e-05,6.61799e-05
99,4125.47,0.25845,0.34367,0.79703,0.99624,0.975,0.97011,0.913,0.35242,0.32687,0.81493,4.96766e-05,4.96766e-05,4.96766e-05
100,4163.19,0.27291,0.34435,0.8134,0.99619,0.975,0.97011,0.90618,0.35429,0.32587,0.8153,3.31733e-05,3.31733e-05,3.31733e-05
