epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,2462.34,0.49445,0.62983,0.89034,0.99779,0.96343,0.98172,0.89746,0.42922,0.49973,0.82034,0.000863116,0.000863116,0.000863116
42,2522.72,0.49188,0.62061,0.89708,0.96097,0.97101,0.96645,0.86808,0.4672,0.57251,0.83973,0.000848969,0.000848969,0.000848969
43,2584.52,0.50491,0.61549,0.9035,0.97522,0.97584,0.97567,0.88064,0.46672,0.52702,0.84354,0.000834822,0.000834822,0.000834822
44,2643.62,0.45328,0.57297,0.86452,0.9557,0.97432,0.97431,0.86961,0.48526,0.50278,0.84636,0.000820675,0.000820675,0.000820675
45,2703.17,0.46478,0.5697,0.88164,0.95698,0.97101,0.96124,0.85855,0.44991,0.50736,0.83739,0.000806528,0.000806528,0.000806528
46,2762.08,0.47785,0.57295,0.89938,0.96739,0.97101,0.95505,0.86378,0.42389,0.53818,0.80189,0.00079238,0.00079238,0.00079238
47,2821.44,0.48839,0.55818,0.89044,0.92206,0.96503,0.95059,0.86651,0.43039,0.55103,0.80257,0.000778233,0.000778233,0.000778233
48,2880.82,0.45786,0.55102,0.87773,0.93983,0.96265,0.95008,0.86474,0.41115,0.51858,0.79322,0.000764086,0.000764086,0.000764086
49,2939.84,0.47679,0.55094,0.88409,0.95823,0.97101,0.97383,0.89436,0.44339,0.47042,0.80861,0.000749939,0.000749939,0.000749939
50,2999.27,0.47778,0.53534,0.90565,0.97799,0.98127,0.98179,0.87982,0.46133,0.46411,0.8192,0.000735792,0.000735792,0.000735792
51,3058.34,0.46679,0.54123,0.87253,0.96618,0.98551,0.98181,0.89429,0.40953,0.40797,0.80564,0.000721645,0.000721645,0.000721645
52,3117.74,0.4385,0.52788,0.87753,0.99434,0.98551,0.9818,0.89992,0.3971,0.42724,0.80259,0.000707498,0.000707498,0.000707498
53,3177.06,0.47285,0.53064,0.88567,0.99219,0.98551,0.98184,0.90067,0.41723,0.43591,0.80967,0.000693351,0.000693351,0.000693351
54,3235.87,0.46788,0.53052,0.89169,0.99148,0.97711,0.98182,0.89187,0.40455,0.4182,0.80289,0.000679204,0.000679204,0.000679204
55,3295.04,0.45675,0.5198,0.87883,0.99487,0.98551,0.98182,0.89358,0.39623,0.38243,0.80824,0.000665057,0.000665057,0.000665057
56,3354.32,0.47751,0.53287,0.8891,0.99253,0.98483,0.98181,0.9068,0.40215,0.39088,0.80634,0.000650909,0.000650909,0.000650909
57,3415.67,0.4388,0.50563,0.88408,0.98501,0.96744,0.98182,0.90995,0.37948,0.40727,0.80869,0.000636762,0.000636762,0.000636762
58,3474.98,0.44829,0.53597,0.88114,0.99276,0.98551,0.98186,0.90351,0.37434,0.39566,0.79776,0.000622615,0.000622615,0.000622615
59,3534.1,0.41155,0.45674,0.86436,0.98911,0.98484,0.98183,0.90077,0.37478,0.47901,0.78616,0.000608468,0.000608468,0.000608468
60,3593.26,0.42982,0.50243,0.86971,0.99388,0.98324,0.98185,0.9089,0.38089,0.45116,0.78719,0.000594321,0.000594321,0.000594321
61,3652.28,0.4159,0.44987,0.8776,0.971,0.9854,0.98186,0.9071,0.3796,0.37479,0.78895,0.000580174,0.000580174,0.000580174
62,3711.28,0.40877,0.47844,0.86033,0.99488,0.98551,0.98185,0.91148,0.37803,0.36681,0.79125,0.000566027,0.000566027,0.000566027
63,3770.54,0.42922,0.47378,0.87106,0.99559,0.98551,0.98185,0.92082,0.35949,0.34682,0.78569,0.00055188,0.00055188,0.00055188
64,3829.59,0.42796,0.47354,0.88337,0.99439,0.98551,0.98185,0.91739,0.37901,0.35196,0.79222,0.000537733,0.000537733,0.000537733
65,3889.12,0.43814,0.46777,0.88306,0.99397,0.98551,0.98189,0.91761,0.37497,0.34652,0.78823,0.000523586,0.000523586,0.000523586
66,3948.19,0.40598,0.44797,0.8589,0.98928,0.98551,0.98195,0.9172,0.38854,0.35321,0.79258,0.000509438,0.000509438,0.000509438
67,4007.32,0.3997,0.45256,0.86696,0.97391,0.97222,0.98192,0.89293,0.3951,0.35729,0.79732,0.000495291,0.000495291,0.000495291
68,4066.13,0.39633,0.43518,0.8728,0.96995,0.97506,0.97963,0.90616,0.34958,0.34279,0.78651,0.000481144,0.000481144,0.000481144
69,4125.29,0.41369,0.43237,0.86963,0.98566,0.97962,0.98202,0.91284,0.35012,0.33513,0.78083,0.000466997,0.000466997,0.000466997
70,4185.36,0.38749,0.46166,0.87304,0.97281,0.97593,0.97967,0.91075,0.40341,0.35229,0.82226,0.00045285,0.00045285,0.00045285
71,4248.13,0.39647,0.43826,0.86274,0.98555,0.97905,0.98187,0.91459,0.399,0.351,0.81824,0.000438703,0.000438703,0.000438703
72,4311.75,0.39505,0.42497,0.8777,0.98529,0.98551,0.98186,0.90747,0.38895,0.33741,0.81487,0.000424556,0.000424556,0.000424556
73,4374.75,0.39034,0.40361,0.86475,0.98721,0.98551,0.98186,0.90482,0.37009,0.34283,0.80544,0.000410409,0.000410409,0.000410409
74,4436.29,0.40217,0.40307,0.85954,0.97141,0.98551,0.98187,0.90846,0.35725,0.35666,0.79134,0.000396262,0.000396262,0.000396262
75,4495.71,0.40908,0.40655,0.88035,0.99382,0.98551,0.98188,0.91054,0.36177,0.3335,0.78724,0.000382115,0.000382115,0.000382115
76,4554.87,0.39678,0.41329,0.86775,0.9948,0.98551,0.98185,0.90998,0.3554,0.32998,0.78411,0.000367967,0.000367967,0.000367967
77,4614.18,0.36647,0.38615,0.86396,0.97718,0.98551,0.98187,0.91144,0.33587,0.31279,0.77787,0.00035382,0.00035382,0.00035382
78,4674.04,0.36962,0.38284,0.84739,0.97504,0.98551,0.98097,0.91793,0.33948,0.31609,0.77591,0.000339673,0.000339673,0.000339673
79,4738.9,0.37125,0.40243,0.85368,0.97178,0.98551,0.97768,0.92201,0.34946,0.32356,0.77932,0.000325526,0.000325526,0.000325526
80,4799.11,0.38386,0.39123,0.86157,0.97187,0.98426,0.98196,0.92238,0.34657,0.33084,0.77949,0.000311379,0.000311379,0.000311379
81,4861.12,0.38158,0.3812,0.88142,0.95654,0.97226,0.97877,0.92225,0.34981,0.31896,0.77932,0.000297232,0.000297232,0.000297232
82,4924.73,0.35978,0.38105,0.85439,0.97598,0.97226,0.98081,0.9149,0.34011,0.30696,0.77904,0.000283085,0.000283085,0.000283085
83,4987.97,0.38529,0.39789,0.87599,0.97703,0.97334,0.97963,0.91299,0.34655,0.31253,0.78044,0.000268938,0.000268938,0.000268938
84,5050.99,0.38952,0.40632,0.88535,0.99248,0.98551,0.982,0.91156,0.35344,0.2912,0.78177,0.000254791,0.000254791,0.000254791
85,5113.12,0.37481,0.36986,0.85837,0.99579,0.98551,0.98202,0.91117,0.36744,0.29034,0.78462,0.000240644,0.000240644,0.000240644
86,5177.25,0.36456,0.35384,0.85532,0.99589,0.98551,0.98203,0.91168,0.35976,0.28659,0.77984,0.000226497,0.000226497,0.000226497
87,5241.76,0.345,0.3459,0.85063,0.99419,0.98551,0.98213,0.91877,0.3669,0.30896,0.78419,0.000212349,0.000212349,0.000212349
88,5305.82,0.36315,0.34693,0.86506,0.96955,0.98001,0.98218,0.9155,0.36219,0.30919,0.78442,0.000198202,0.000198202,0.000198202
89,5368.23,0.3601,0.36166,0.85183,0.96008,0.97398,0.97996,0.9242,0.35312,0.31429,0.78268,0.000184055,0.000184055,0.000184055
90,5431.87,0.33813,0.3663,0.86859,0.96696,0.97512,0.97994,0.93042,0.34474,0.30374,0.781,0.000169908,0.000169908,0.000169908
91,5490.67,0.29169,0.31605,0.79604,0.98673,0.98551,0.98207,0.92535,0.34057,0.29788,0.78277,0.000155761,0.000155761,0.000155761
92,5549.53,0.2919,0.33436,0.79879,0.97458,0.98551,0.98085,0.91858,0.34413,0.31195,0.78276,0.000141614,0.000141614,0.000141614
93,5608.27,0.26887,0.3032,0.78789,0.97124,0.98314,0.97973,0.92156,0.34102,0.30871,0.78196,0.000127467,0.000127467,0.000127467
94,5666.5,0.27679,0.29916,0.79418,0.97706,0.97374,0.9786,0.91718,0.34359,0.30435,0.78173,0.00011332,0.00011332,0.00011332
95,5725.47,0.2689,0.29337,0.81989,0.97709,0.97309,0.97729,0.91595,0.34012,0.30883,0.78067,9.91726e-05,9.91726e-05,9.91726e-05
96,5782.98,0.27158,0.29513,0.77402,0.97713,0.9732,0.97728,0.91651,0.33434,0.29966,0.77852,8.50255e-05,8.50255e-05,8.50255e-05
97,5841.65,0.26437,0.29826,0.79142,0.97717,0.97244,0.97725,0.91416,0.33786,0.29312,0.77945,7.08784e-05,7.08784e-05,7.08784e-05
98,5899.64,0.25884,0.28269,0.7939,0.97714,0.97266,0.97726,0.91682,0.3391,0.29247,0.77919,5.67313e-05,5.67313e-05,5.67313e-05
99,5958.21,0.26336,0.2839,0.80427,0.97606,0.97226,0.97496,0.91523,0.34146,0.29769,0.78001,4.25842e-05,4.25842e-05,4.25842e-05
100,6017.18,0.26047,0.27754,0.79377,0.97666,0.97242,0.97728,0.91706,0.34304,0.29132,0.78079,2.84371e-05,2.84371e-05,2.84371e-05
