epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,838.946,0.64086,1.09454,0.96561,0.79357,0.84083,0.92185,0.78714,0.58227,1.34074,0.89506,0.00130639,0.00130639,0.00130639
15,898.233,0.66457,1.0875,0.98593,0.91008,0.94389,0.95753,0.85494,0.53872,1.04849,0.87545,0.00129696,0.00129696,0.00129696
16,957.01,0.6793,1.09777,1.01683,0.91879,0.92844,0.9733,0.84384,0.52343,0.99335,0.8744,0.00128753,0.00128753,0.00128753
17,1015.67,0.66157,1.06717,0.99349,0.91298,0.95141,0.96438,0.81753,0.56919,0.99825,0.87893,0.0012781,0.0012781,0.0012781
18,1074.02,0.61356,0.96081,0.96129,0.94123,0.96029,0.96464,0.80821,0.55913,0.98193,0.88517,0.00126867,0.00126867,0.00126867
19,1132.57,0.64833,0.97428,0.96537,0.9625,0.88674,0.96069,0.79508,0.6233,1.08899,0.91754,0.00125923,0.00125923,0.00125923
20,1193.07,0.60058,0.87843,0.96038,0.96934,0.92503,0.97125,0.82334,0.52178,1.10839,0.86805,0.0012498,0.0012498,0.0012498
21,1252.98,0.61455,0.91939,0.95614,0.88517,0.94938,0.92926,0.79467,0.68902,1.08738,0.93831,0.00124037,0.00124037,0.00124037
22,1312.89,0.60118,0.92021,0.9585,0.8854,0.87797,0.94425,0.78968,0.59545,1.11119,0.89801,0.00123094,0.00123094,0.00123094
23,1371.83,0.57246,0.87979,0.942,0.9042,0.92891,0.96639,0.8357,0.58883,0.93539,0.88546,0.00122151,0.00122151,0.00122151
24,1430.97,0.5992,0.82863,0.94894,0.84045,0.91774,0.93811,0.78695,0.62664,1.23392,0.90196,0.00121208,0.00121208,0.00121208
25,1489.61,0.56396,0.79376,0.94956,0.94999,0.95141,0.96008,0.83363,0.49509,0.73853,0.85469,0.00120265,0.00120265,0.00120265
26,1548.64,0.57282,0.79347,0.9402,0.93451,0.95305,0.96375,0.82373,0.50819,0.718,0.86111,0.00119322,0.00119322,0.00119322
27,1610.5,0.57361,0.75158,0.96319,0.90319,0.9489,0.93851,0.82708,0.46445,0.7504,0.84817,0.00118378,0.00118378,0.00118378
28,1671.92,0.566,0.7697,0.94089,0.93716,0.95072,0.96827,0.83528,0.50337,0.70383,0.86105,0.00117435,0.00117435,0.00117435
29,1732.1,0.55781,0.7583,0.92095,0.94402,0.93354,0.97513,0.84553,0.49189,0.70158,0.85674,0.00116492,0.00116492,0.00116492
30,1794.06,0.55183,0.7627,0.91643,0.96464,0.92112,0.97481,0.82658,0.54009,0.69153,0.87935,0.00115549,0.00115549,0.00115549
31,1855.46,0.55926,0.70809,0.92933,0.96655,0.96351,0.97766,0.86411,0.46979,0.653,0.83821,0.00114606,0.00114606,0.00114606
32,1916.28,0.55562,0.72193,0.93798,0.95347,0.97791,0.97789,0.87114,0.47344,0.58254,0.83611,0.00113663,0.00113663,0.00113663
33,1977.54,0.56676,0.75717,0.94089,0.94209,0.9091,0.96889,0.84146,0.51074,0.64553,0.85434,0.0011272,0.0011272,0.0011272
34,2037.98,0.56105,0.68174,0.92759,0.99646,0.95295,0.98175,0.85261,0.57829,0.6742,0.89274,0.00111776,0.00111776,0.00111776
35,2098.19,0.57445,0.72435,0.95364,0.98655,0.96467,0.98058,0.86646,0.55705,0.84997,0.89199,0.00110833,0.00110833,0.00110833
36,2158.55,0.52333,0.66551,0.9189,0.95435,0.93192,0.96512,0.84868,0.48735,0.57688,0.8618,0.0010989,0.0010989,0.0010989
37,2218.75,0.55604,0.65703,0.94932,0.99303,0.97101,0.9812,0.89898,0.45631,0.5138,0.84923,0.00108947,0.00108947,0.00108947
38,2281.81,0.54624,0.60866,0.93617,0.99585,0.98551,0.98183,0.89528,0.47034,0.49845,0.84618,0.00108004,0.00108004,0.00108004
39,2345.64,0.55083,0.66823,0.92973,0.99217,0.95955,0.9809,0.86603,0.50263,0.51361,0.84601,0.00107061,0.00107061,0.00107061
40,2408.32,0.5455,0.62154,0.92577,0.94295,0.96348,0.97504,0.86069,0.50628,0.55471,0.84744,0.00106118,0.00106118,0.00106118
41,2470.03,0.55837,0.60318,0.95296,0.94564,0.86696,0.96334,0.86458,0.50341,0.63459,0.8393,0.00105174,0.00105174,0.00105174
42,2532.23,0.52246,0.57163,0.92755,0.98432,0.94156,0.9763,0.86004,0.48609,0.51176,0.85269,0.00104231,0.00104231,0.00104231
43,2594.75,0.55076,0.59049,0.93519,0.94986,0.90389,0.96615,0.83386,0.48217,0.54846,0.84939,0.00103288,0.00103288,0.00103288
44,2661.01,0.50652,0.55592,0.90981,0.9666,0.87457,0.96972,0.84467,0.49727,0.59454,0.85309,0.00102345,0.00102345,0.00102345
45,2724.95,0.53566,0.58897,0.94751,0.96014,0.97396,0.97754,0.85135,0.52163,0.56984,0.85408,0.00101402,0.00101402,0.00101402
46,2788.61,0.51545,0.55068,0.93517,0.97046,0.96584,0.97966,0.85609,0.51398,0.50403,0.84737,0.00100459,0.00100459,0.00100459
47,2852.99,0.52328,0.57433,0.93124,0.95858,0.95316,0.97614,0.88986,0.46663,0.50623,0.82386,0.000995156,0.000995156,0.000995156
48,2918.38,0.52071,0.58642,0.92936,0.97552,0.97872,0.97483,0.89381,0.44801,0.44546,0.81683,0.000985724,0.000985724,0.000985724
49,2980.75,0.50731,0.57309,0.94486,0.95852,0.98009,0.97746,0.88602,0.41493,0.43659,0.8179,0.000976293,0.000976293,0.000976293
50,3042.86,0.50565,0.53729,0.92356,0.90875,0.95662,0.95678,0.86141,0.4285,0.51751,0.82653,0.000966861,0.000966861,0.000966861
51,3105.4,0.51657,0.55495,0.93513,0.95321,0.96863,0.9785,0.87506,0.45636,0.43853,0.83636,0.00095743,0.00095743,0.00095743
52,3167.02,0.46173,0.53983,0.89987,0.99103,0.97644,0.98238,0.90004,0.43345,0.40298,0.82411,0.000947999,0.000947999,0.000947999
53,3229.84,0.50094,0.53448,0.9396,0.95837,0.97101,0.96861,0.8406,0.57084,0.51876,0.90494,0.000938567,0.000938567,0.000938567
54,3292.28,0.50824,0.52356,0.92578,0.93441,0.96303,0.96799,0.85001,0.63687,0.58042,0.92985,0.000929136,0.000929136,0.000929136
55,3355.37,0.4983,0.50594,0.91877,0.98231,0.9659,0.98129,0.87848,0.48609,0.46406,0.84542,0.000919704,0.000919704,0.000919704
56,3415.75,0.51536,0.56253,0.93728,0.98468,0.96072,0.98044,0.8924,0.49749,0.43421,0.83324,0.000910273,0.000910273,0.000910273
57,3477.32,0.51918,0.52804,0.91004,0.97327,0.98551,0.97827,0.88712,0.44518,0.43433,0.83023,0.000900842,0.000900842,0.000900842
58,3539.8,0.50085,0.55446,0.91585,0.97809,0.98305,0.98316,0.87234,0.47761,0.42818,0.84248,0.00089141,0.00089141,0.00089141
59,3602.29,0.48272,0.49611,0.91283,0.97449,0.98416,0.97353,0.88426,0.44224,0.38571,0.82888,0.000881979,0.000881979,0.000881979
60,3663.74,0.51318,0.49695,0.92727,0.9931,0.98551,0.98316,0.90142,0.44974,0.36892,0.84916,0.000872547,0.000872547,0.000872547
61,3723.58,0.51794,0.52159,0.92261,0.97933,0.94759,0.98122,0.88184,0.46313,0.42936,0.84036,0.000863116,0.000863116,0.000863116
62,3782.28,0.4782,0.52156,0.92128,0.98861,0.9659,0.98106,0.88873,0.45334,0.39457,0.82501,0.000853685,0.000853685,0.000853685
63,3842.38,0.491,0.51314,0.91766,0.99514,0.9659,0.98156,0.89489,0.44239,0.40127,0.82405,0.000844253,0.000844253,0.000844253
64,3903.64,0.4609,0.45557,0.90164,0.99509,0.97448,0.98221,0.88418,0.45495,0.47102,0.84026,0.000834822,0.000834822,0.000834822
65,3964.37,0.48478,0.48237,0.89888,0.99208,0.98551,0.98242,0.88735,0.61641,0.48555,0.92031,0.00082539,0.00082539,0.00082539
66,4023.03,0.47754,0.47416,0.89764,0.99451,0.98551,0.9826,0.87733,0.63943,0.51522,0.93939,0.000815959,0.000815959,0.000815959
67,4081.66,0.50134,0.49187,0.91618,0.99312,0.98551,0.98251,0.8973,0.47664,0.45041,0.84205,0.000806528,0.000806528,0.000806528
68,4142.43,0.48033,0.4863,0.89356,0.97321,0.98228,0.98178,0.87978,0.47118,0.43645,0.84756,0.000797096,0.000797096,0.000797096
69,4202.56,0.4817,0.46117,0.89264,0.96407,0.98363,0.98122,0.87421,0.53426,0.54864,0.87779,0.000787665,0.000787665,0.000787665
70,4262.96,0.46644,0.45709,0.90378,0.99349,0.98232,0.98244,0.88713,0.46253,0.43844,0.84404,0.000778233,0.000778233,0.000778233
71,4321.96,0.48357,0.44828,0.89984,0.99512,0.98551,0.98303,0.90212,0.41078,0.34357,0.80885,0.000768802,0.000768802,0.000768802
72,4380.98,0.46591,0.45125,0.90627,0.99478,0.98551,0.98266,0.90776,0.4041,0.34376,0.80887,0.000759371,0.000759371,0.000759371
73,4439.73,0.42021,0.43104,0.89463,0.99431,0.98404,0.98323,0.9057,0.4347,0.32633,0.81715,0.000749939,0.000749939,0.000749939
74,4498.74,0.45716,0.4508,0.9003,0.99546,0.96431,0.9838,0.89413,0.41289,0.32783,0.81094,0.000740508,0.000740508,0.000740508
75,4557.65,0.44392,0.43173,0.89851,0.96951,0.98248,0.98261,0.89676,0.39379,0.33789,0.80663,0.000731076,0.000731076,0.000731076
76,4616.43,0.45441,0.42006,0.9095,0.9726,0.98551,0.98254,0.8936,0.42735,0.35275,0.81617,0.000721645,0.000721645,0.000721645
77,4675.7,0.48924,0.44795,0.91012,0.99596,0.98551,0.98341,0.88485,0.42314,0.35087,0.81555,0.000712214,0.000712214,0.000712214
78,4734.25,0.46729,0.43221,0.92726,0.98559,0.98551,0.98344,0.91035,0.41022,0.32125,0.8065,0.000702782,0.000702782,0.000702782
79,4796.23,0.45413,0.43521,0.90445,0.99683,0.98038,0.98339,0.90386,0.38802,0.32863,0.79487,0.000693351,0.000693351,0.000693351
80,4858.36,0.43312,0.43781,0.89402,0.98824,0.97555,0.98339,0.90485,0.39241,0.31906,0.80459,0.000683919,0.000683919,0.000683919
81,4919.36,0.44725,0.41291,0.88157,0.99361,0.97558,0.98365,0.89446,0.41096,0.30781,0.80247,0.000674488,0.000674488,0.000674488
82,4978.16,0.43256,0.39429,0.89151,0.98477,0.98183,0.98453,0.91249,0.38768,0.29735,0.79656,0.000665057,0.000665057,0.000665057
83,5039.42,0.43542,0.40638,0.89267,0.99393,0.98551,0.98404,0.90465,0.40376,0.30753,0.801,0.000655625,0.000655625,0.000655625
84,5100.15,0.43619,0.4105,0.89182,0.97799,0.98551,0.98418,0.89493,0.42844,0.3279,0.81422,0.000646194,0.000646194,0.000646194
85,5161.16,0.45486,0.43121,0.90108,0.9774,0.98361,0.98287,0.8994,0.43966,0.32966,0.83321,0.000636762,0.000636762,0.000636762
86,5221.26,0.42428,0.40206,0.88984,0.99167,0.98551,0.98377,0.91395,0.39881,0.2995,0.81416,0.000627331,0.000627331,0.000627331
87,5281.11,0.44421,0.43168,0.88913,0.99323,0.98551,0.98305,0.91612,0.38627,0.29589,0.80761,0.0006179,0.0006179,0.0006179
88,5340.33,0.41115,0.38744,0.89279,0.96514,0.98345,0.98244,0.90854,0.39692,0.32011,0.80709,0.000608468,0.000608468,0.000608468
89,5399.84,0.41861,0.39083,0.87353,0.98594,0.98295,0.98401,0.88697,0.4202,0.30877,0.8413,0.000599037,0.000599037,0.000599037
90,5459.06,0.38327,0.36587,0.87626,0.97357,0.9849,0.98293,0.89882,0.41856,0.31642,0.83615,0.000589605,0.000589605,0.000589605
91,5517.58,0.40051,0.36866,0.88698,0.99198,0.9833,0.9843,0.89152,0.40931,0.29367,0.83477,0.000580174,0.000580174,0.000580174
92,5576.1,0.41526,0.37929,0.87838,0.98945,0.98407,0.98418,0.89782,0.40741,0.30741,0.8132,0.000570743,0.000570743,0.000570743
93,5634.93,0.41996,0.37515,0.87348,0.96852,0.97212,0.98263,0.90528,0.4082,0.32057,0.80787,0.000561311,0.000561311,0.000561311
94,5694.53,0.41245,0.36915,0.87978,0.9982,0.93812,0.98111,0.90857,0.39802,0.34086,0.80384,0.00055188,0.00055188,0.00055188
95,5755.45,0.4224,0.36265,0.88652,0.9951,0.96467,0.98241,0.90007,0.39379,0.30785,0.80627,0.000542448,0.000542448,0.000542448
96,5815.75,0.39311,0.36345,0.88391,0.98595,0.98323,0.9838,0.91108,0.38304,0.27902,0.80183,0.000533017,0.000533017,0.000533017
97,5876.72,0.42616,0.38369,0.91103,0.99414,0.98551,0.98335,0.90973,0.36518,0.28338,0.79672,0.000523586,0.000523586,0.000523586
98,5937.03,0.41187,0.37139,0.88354,0.98455,0.97536,0.98316,0.91647,0.37742,0.29222,0.79957,0.000514154,0.000514154,0.000514154
99,5996.47,0.38539,0.37349,0.87465,0.99061,0.98551,0.98485,0.92491,0.39199,0.28806,0.80459,0.000504723,0.000504723,0.000504723
100,6057.72,0.39117,0.3487,0.86176,0.97265,0.98436,0.98398,0.9005,0.40545,0.30044,0.81006,0.000495291,0.000495291,0.000495291
101,6117.65,0.4141,0.35398,0.88219,0.99406,0.97574,0.98526,0.92182,0.40147,0.29109,0.80716,0.00048586,0.00048586,0.00048586
102,6176.72,0.407,0.37069,0.87583,0.9743,0.98551,0.98398,0.91681,0.40627,0.2955,0.81367,0.000476429,0.000476429,0.000476429
103,6235.47,0.39993,0.36458,0.87977,0.99361,0.98551,0.98443,0.91521,0.39069,0.28498,0.79923,0.000466997,0.000466997,0.000466997
104,6294.33,0.3872,0.34522,0.88445,0.99518,0.96614,0.98411,0.91508,0.39441,0.29534,0.80573,0.000457566,0.000457566,0.000457566
105,6353.27,0.39989,0.38077,0.88108,0.97974,0.96012,0.98256,0.89366,0.41977,0.30845,0.83038,0.000448134,0.000448134,0.000448134
106,6413.65,0.39839,0.35038,0.88427,0.99632,0.97331,0.98448,0.89657,0.42331,0.28544,0.82655,0.000438703,0.000438703,0.000438703
107,6474.26,0.39942,0.35335,0.8743,0.99586,0.97424,0.98504,0.9063,0.42763,0.27456,0.83384,0.000429272,0.000429272,0.000429272
108,6534.02,0.38559,0.3447,0.89159,0.99674,0.97608,0.98559,0.91291,0.39334,0.28007,0.80817,0.00041984,0.00041984,0.00041984
109,6593.27,0.39719,0.35439,0.86952,0.99477,0.96501,0.98578,0.93167,0.36386,0.27901,0.79149,0.000410409,0.000410409,0.000410409
110,6652.32,0.37708,0.345,0.87332,0.99329,0.97138,0.98578,0.93365,0.37841,0.27811,0.79734,0.000400977,0.000400977,0.000400977
111,6711.03,0.38994,0.36444,0.8865,0.99459,0.98551,0.98511,0.90063,0.40957,0.25589,0.82297,0.000391546,0.000391546,0.000391546
112,6769.67,0.37979,0.34039,0.85932,0.99538,0.98551,0.98468,0.91422,0.41192,0.26275,0.80956,0.000382115,0.000382115,0.000382115
113,6828.02,0.3842,0.33525,0.87105,0.99614,0.98551,0.98439,0.92159,0.37294,0.2525,0.79322,0.000372683,0.000372683,0.000372683
114,6886.79,0.39821,0.33973,0.88358,0.99616,0.98551,0.98434,0.93598,0.35463,0.25264,0.7854,0.000363252,0.000363252,0.000363252
115,6946.11,0.392,0.3251,0.89287,0.99567,0.98551,0.98453,0.92594,0.35171,0.2553,0.78723,0.00035382,0.00035382,0.00035382
116,7004.96,0.3785,0.31761,0.86743,0.99574,0.98551,0.98448,0.90966,0.36268,0.25454,0.79137,0.000344389,0.000344389,0.000344389
117,7063.68,0.38264,0.3167,0.86437,0.99642,0.98551,0.98468,0.92228,0.37595,0.25553,0.79271,0.000334958,0.000334958,0.000334958
118,7122.43,0.38249,0.33196,0.87835,0.99649,0.98551,0.98497,0.91152,0.38275,0.25002,0.79248,0.000325526,0.000325526,0.000325526
119,7180.79,0.3801,0.32014,0.86808,0.99505,0.98551,0.98518,0.92159,0.36895,0.24394,0.7872,0.000316095,0.000316095,0.000316095
120,7239.16,0.37363,0.33327,0.85983,0.98949,0.98551,0.98504,0.92324,0.36933,0.24905,0.787,0.000306663,0.000306663,0.000306663
121,7300.07,0.38397,0.33175,0.88363,0.9943,0.98551,0.98533,0.93895,0.35454,0.243,0.78726,0.000297232,0.000297232,0.000297232
122,7360.6,0.37184,0.32873,0.88174,0.99385,0.98438,0.98497,0.92966,0.36639,0.24721,0.79031,0.000287801,0.000287801,0.000287801
123,7421.01,0.34857,0.30958,0.87413,0.99402,0.98441,0.98463,0.92709,0.36338,0.24836,0.78822,0.000278369,0.000278369,0.000278369
124,7481.24,0.36001,0.31222,0.87869,0.99115,0.98329,0.98453,0.93375,0.3499,0.23824,0.78596,0.000268938,0.000268938,0.000268938
125,7540.81,0.34752,0.29867,0.85257,0.99604,0.98551,0.98411,0.93043,0.35138,0.23554,0.7871,0.000259506,0.000259506,0.000259506
126,7600.04,0.36434,0.31562,0.87705,0.99689,0.98551,0.9843,0.92654,0.36101,0.23317,0.78741,0.000250075,0.000250075,0.000250075
127,7659.5,0.37362,0.31528,0.87912,0.99655,0.98551,0.98457,0.92949,0.3627,0.23307,0.78761,0.000240644,0.000240644,0.000240644
128,7718.97,0.35438,0.3081,0.85208,0.99159,0.98345,0.98468,0.93203,0.35885,0.23538,0.78688,0.000231212,0.000231212,0.000231212
129,7777.88,0.32604,0.31868,0.85256,0.99272,0.97232,0.98491,0.93041,0.36674,0.26313,0.78725,0.000221781,0.000221781,0.000221781
130,7837.05,0.36667,0.32352,0.87696,0.99685,0.97402,0.98497,0.92949,0.36942,0.25122,0.79191,0.000212349,0.000212349,0.000212349
131,7896.04,0.36413,0.29944,0.85954,0.99447,0.97521,0.98463,0.93203,0.36361,0.24674,0.78869,0.000202918,0.000202918,0.000202918
132,7955.2,0.37642,0.31876,0.88419,0.99566,0.97395,0.98479,0.9312,0.36263,0.24649,0.78662,0.000193487,0.000193487,0.000193487
133,8013.83,0.36997,0.31952,0.86223,0.99584,0.97615,0.98497,0.92901,0.36359,0.24103,0.78663,0.000184055,0.000184055,0.000184055
134,8074.61,0.33486,0.29185,0.85733,0.99192,0.98276,0.98485,0.93111,0.3547,0.23623,0.78457,0.000174624,0.000174624,0.000174624
135,8134.4,0.36541,0.31811,0.89594,0.99443,0.97264,0.98457,0.93743,0.35073,0.2391,0.78373,0.000165192,0.000165192,0.000165192
136,8193.88,0.34148,0.29519,0.86525,0.99274,0.97185,0.98479,0.929,0.35294,0.24814,0.78404,0.000155761,0.000155761,0.000155761
137,8253.01,0.34627,0.30412,0.86349,0.99526,0.97203,0.98491,0.92596,0.35475,0.24122,0.78528,0.00014633,0.00014633,0.00014633
138,8312.34,0.35691,0.30785,0.8763,0.99612,0.97217,0.98497,0.9264,0.35492,0.23626,0.78619,0.000136898,0.000136898,0.000136898
139,8371.56,0.3414,0.28336,0.86375,0.99727,0.97288,0.98511,0.93017,0.35386,0.23476,0.78612,0.000127467,0.000127467,0.000127467
140,8430.16,0.34082,0.28771,0.85907,0.99685,0.97255,0.98497,0.93797,0.36019,0.24028,0.78674,0.000118035,0.000118035,0.000118035
141,8488.65,0.28759,0.24218,0.81766,0.99618,0.98551,0.98453,0.93697,0.35674,0.23257,0.78881,0.000108604,0.000108604,0.000108604
142,8546.43,0.27126,0.23472,0.81556,0.99676,0.98551,0.98439,0.92683,0.3653,0.23222,0.79116,9.91726e-05,9.91726e-05,9.91726e-05
143,8604.28,0.28479,0.23113,0.82121,0.99594,0.98551,0.9843,0.9304,0.36686,0.23198,0.79022,8.97412e-05,8.97412e-05,8.97412e-05
144,8662.62,0.26202,0.22437,0.80236,0.99639,0.98551,0.98422,0.93306,0.36245,0.2278,0.79027,8.03098e-05,8.03098e-05,8.03098e-05
145,8722.3,0.26616,0.21541,0.79081,0.99634,0.98551,0.9843,0.93209,0.36372,0.22516,0.79179,7.08784e-05,7.08784e-05,7.08784e-05
146,8781.82,0.25754,0.21882,0.80958,0.99611,0.98551,0.98443,0.9266,0.36005,0.22257,0.78937,6.1447e-05,6.1447e-05,6.1447e-05
147,8840.86,0.26797,0.2196,0.80509,0.99613,0.98551,0.98468,0.93672,0.35791,0.22128,0.78918,5.20156e-05,5.20156e-05,5.20156e-05
148,8899.79,0.25473,0.21332,0.79818,0.99642,0.98551,0.98485,0.9313,0.36236,0.22615,0.79096,4.25842e-05,4.25842e-05,4.25842e-05
149,8958.84,0.26995,0.22023,0.78015,0.9965,0.98551,0.98479,0.92986,0.36108,0.22683,0.79016,3.31528e-05,3.31528e-05,3.31528e-05
150,9017.71,0.26379,0.21673,0.80103,0.99675,0.98551,0.98463,0.92933,0.36251,0.22828,0.79164,2.37214e-05,2.37214e-05,2.37214e-05
