epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,1290.78,0.59885,0.88907,0.95349,0.95708,0.93923,0.96716,0.83666,0.54721,1.15926,0.87338,0.00109613,0.00109613,0.00109613
22,1351.29,0.59059,0.89219,0.9622,0.86579,0.96467,0.96954,0.84538,0.58601,1.10281,0.89531,0.00107948,0.00107948,0.00107948
23,1411.25,0.5826,0.8479,0.9492,0.88562,0.92492,0.95088,0.82069,0.64393,1.2462,0.94925,0.00106284,0.00106284,0.00106284
24,1470.99,0.585,0.81965,0.94398,0.94579,0.91742,0.94643,0.82576,0.58819,1.23884,0.90534,0.0010462,0.0010462,0.0010462
25,1529.91,0.54849,0.77704,0.93959,0.94565,0.94435,0.97355,0.84863,0.68875,0.95755,0.97303,0.00102955,0.00102955,0.00102955
26,1588.84,0.56276,0.78117,0.93576,0.95954,0.94507,0.97015,0.83616,0.60097,1.06992,0.95444,0.00101291,0.00101291,0.00101291
27,1647.51,0.56943,0.77343,0.95623,0.93252,0.92092,0.94961,0.82742,0.65874,1.01004,0.99922,0.000996265,0.000996265,0.000996265
28,1705.66,0.56952,0.77418,0.94854,0.83146,0.9492,0.94703,0.82429,0.80188,0.84018,1.09894,0.000979622,0.000979622,0.000979622
29,1764.31,0.54656,0.73623,0.92265,0.9506,0.94629,0.97542,0.85989,0.64247,0.74433,0.88254,0.000962978,0.000962978,0.000962978
30,1823.05,0.52178,0.725,0.90109,0.99401,0.9345,0.97967,0.86833,0.52644,0.72754,0.84908,0.000946334,0.000946334,0.000946334
31,1881.56,0.53601,0.66204,0.9208,0.92389,0.98551,0.97177,0.874,0.44376,0.64867,0.82916,0.000929691,0.000929691,0.000929691
32,1940.43,0.54777,0.69186,0.93117,0.99283,0.95552,0.9808,0.8815,0.46792,0.62024,0.82779,0.000913047,0.000913047,0.000913047
33,2001.46,0.53904,0.67106,0.93101,0.92802,0.94604,0.97229,0.86912,0.51711,0.64845,0.8524,0.000896403,0.000896403,0.000896403
34,2062.01,0.53894,0.64795,0.91479,0.95578,0.97668,0.98054,0.87512,0.51943,0.63256,0.84957,0.00087976,0.00087976,0.00087976
35,2123.72,0.54037,0.64675,0.92792,0.98091,0.96131,0.98055,0.85812,0.65795,0.74472,0.88984,0.000863116,0.000863116,0.000863116
36,2184.91,0.5295,0.61729,0.92047,0.97861,0.93889,0.9742,0.86149,0.7856,0.68028,1.00235,0.000846472,0.000846472,0.000846472
37,2245.38,0.51969,0.64298,0.92392,0.97214,0.94237,0.96896,0.85775,0.73919,0.62491,1.04401,0.000829829,0.000829829,0.000829829
38,2306.35,0.49945,0.57616,0.91324,0.97258,0.95141,0.97492,0.86113,0.74657,0.62128,1.06511,0.000813185,0.000813185,0.000813185
39,2367.82,0.50952,0.63689,0.91014,0.98946,0.95483,0.97923,0.86001,0.7467,0.77614,1.03188,0.000796541,0.000796541,0.000796541
40,2429.75,0.50725,0.58394,0.90644,0.98666,0.95813,0.98,0.86296,0.76166,0.6031,1.05366,0.000779898,0.000779898,0.000779898
41,2491.46,0.5041,0.58879,0.92782,0.99233,0.95932,0.98083,0.88971,0.41559,0.48051,0.81852,0.000763254,0.000763254,0.000763254
42,2552.53,0.48177,0.56015,0.91515,0.99253,0.92027,0.97501,0.88093,0.43409,0.48446,0.81879,0.00074661,0.00074661,0.00074661
43,2613.06,0.50619,0.56668,0.92294,0.98214,0.96242,0.98087,0.8955,0.42771,0.45857,0.813,0.000729967,0.000729967,0.000729967
44,2672.95,0.46457,0.51032,0.89618,0.97202,0.98551,0.97982,0.87927,0.43082,0.46653,0.81664,0.000713323,0.000713323,0.000713323
45,2732.68,0.48189,0.54708,0.91314,0.98799,0.98274,0.98186,0.88517,0.43175,0.44268,0.81766,0.00069668,0.00069668,0.00069668
46,2792.45,0.46134,0.50564,0.90446,0.99099,0.98551,0.98188,0.86655,0.45279,0.43624,0.82446,0.000680036,0.000680036,0.000680036
47,2851.83,0.48041,0.53083,0.90989,0.99389,0.98551,0.98188,0.90145,0.42762,0.43035,0.81387,0.000663392,0.000663392,0.000663392
48,2913.33,0.49816,0.56606,0.91366,0.9917,0.98551,0.98185,0.90279,0.43742,0.45774,0.81749,0.000646749,0.000646749,0.000646749
49,2973.08,0.48406,0.54266,0.93479,0.98571,0.98551,0.98187,0.88286,0.50714,0.45495,0.84805,0.000630105,0.000630105,0.000630105
50,3031.55,0.46778,0.52591,0.91158,0.97946,0.98324,0.98188,0.89586,0.51003,0.4517,0.84925,0.000613461,0.000613461,0.000613461
51,3092.21,0.47658,0.51274,0.92434,0.95797,0.97554,0.98188,0.89615,0.4295,0.4598,0.82118,0.000596818,0.000596818,0.000596818
52,3152.52,0.44975,0.51042,0.89973,0.99442,0.97527,0.98201,0.90383,0.48441,0.42831,0.83753,0.000580174,0.000580174,0.000580174
53,3213.25,0.45855,0.51305,0.92714,0.9922,0.98551,0.98207,0.90594,0.50373,0.455,0.83583,0.00056353,0.00056353,0.00056353
54,3271.44,0.47286,0.48403,0.90891,0.99003,0.96708,0.98051,0.89164,0.58694,0.53631,0.85862,0.000546887,0.000546887,0.000546887
55,3329.88,0.44322,0.4706,0.89474,0.96962,0.95461,0.97485,0.89374,0.61125,0.64162,0.8629,0.000530243,0.000530243,0.000530243
56,3388.31,0.45403,0.49105,0.90474,0.9497,0.97075,0.97602,0.8884,0.72554,0.79955,0.95671,0.000513599,0.000513599,0.000513599
57,3446.92,0.45064,0.47781,0.88693,0.97491,0.93057,0.97821,0.88474,0.66749,0.72318,0.92106,0.000496956,0.000496956,0.000496956
58,3507.8,0.44996,0.48106,0.89086,0.94332,0.97101,0.97171,0.88552,0.63479,0.70132,0.90599,0.000480312,0.000480312,0.000480312
59,3568.7,0.42654,0.47201,0.88517,0.96314,0.97011,0.97039,0.87342,0.66359,0.63399,0.91449,0.000463668,0.000463668,0.000463668
60,3630.05,0.4401,0.44572,0.8987,0.96652,0.96809,0.97618,0.88899,0.7185,0.56903,0.97902,0.000447025,0.000447025,0.000447025
61,3691.44,0.46095,0.48725,0.90761,0.94837,0.98427,0.97861,0.88339,0.68836,0.66448,1.00723,0.000430381,0.000430381,0.000430381
62,3752.78,0.44129,0.48886,0.90333,0.99449,0.94384,0.97856,0.87491,0.73661,0.63137,1.05085,0.000413738,0.000413738,0.000413738
63,3813.68,0.42255,0.44779,0.89091,0.99502,0.94935,0.98093,0.88714,0.60156,0.73794,0.91443,0.000397094,0.000397094,0.000397094
64,3874.38,0.41852,0.41713,0.8853,0.99359,0.94374,0.97911,0.8887,0.48013,0.77816,0.82574,0.00038045,0.00038045,0.00038045
65,3934.96,0.43184,0.4289,0.88501,0.99212,0.94554,0.98128,0.89329,0.48368,0.8103,0.83122,0.000363807,0.000363807,0.000363807
66,3994.89,0.411,0.41447,0.87949,0.9965,0.94537,0.98134,0.89982,0.48232,0.79516,0.82344,0.000347163,0.000347163,0.000347163
67,4055.34,0.4435,0.42363,0.89164,0.98893,0.96244,0.98148,0.90194,0.44874,0.5977,0.80207,0.000330519,0.000330519,0.000330519
68,4116.91,0.41851,0.43847,0.87923,0.9862,0.98353,0.98286,0.91166,0.36584,0.42449,0.79021,0.000313876,0.000313876,0.000313876
69,4177.62,0.43028,0.40273,0.87489,0.98994,0.98512,0.98302,0.90691,0.39292,0.40261,0.79536,0.000297232,0.000297232,0.000297232
70,4237.9,0.40763,0.42328,0.88504,0.98973,0.98551,0.98312,0.91589,0.40372,0.40375,0.79715,0.000280588,0.000280588,0.000280588
71,4297.2,0.42219,0.40537,0.87946,0.98952,0.9838,0.98312,0.91114,0.44219,0.46836,0.80445,0.000263945,0.000263945,0.000263945
72,4357.51,0.41483,0.40527,0.89453,0.99309,0.98473,0.98306,0.92041,0.47771,0.53295,0.81522,0.000247301,0.000247301,0.000247301
73,4418.61,0.36948,0.39541,0.87205,0.97031,0.95696,0.97719,0.91072,0.59485,0.66733,0.85513,0.000230657,0.000230657,0.000230657
74,4479.76,0.40242,0.40403,0.88274,0.99294,0.97741,0.98315,0.91217,0.56482,0.60633,0.83744,0.000214014,0.000214014,0.000214014
75,4539.78,0.38054,0.38329,0.87302,0.99545,0.98272,0.98306,0.92695,0.51568,0.49555,0.81851,0.00019737,0.00019737,0.00019737
76,4599.72,0.32304,0.34737,0.82545,0.99071,0.98551,0.98247,0.91045,0.43547,0.42532,0.81012,0.000180726,0.000180726,0.000180726
77,4658.64,0.34824,0.38114,0.84527,0.9673,0.98551,0.98137,0.89899,0.47496,0.455,0.82006,0.000164083,0.000164083,0.000164083
78,4717.29,0.3135,0.33757,0.81664,0.95079,0.98337,0.97933,0.90078,0.44126,0.44804,0.81003,0.000147439,0.000147439,0.000147439
79,4776.02,0.31802,0.32319,0.81977,0.95228,0.98512,0.98271,0.91672,0.38998,0.42188,0.79957,0.000130796,0.000130796,0.000130796
80,4834.4,0.31858,0.32485,0.82328,0.96517,0.98551,0.98281,0.92269,0.39556,0.41638,0.80168,0.000114152,0.000114152,0.000114152
81,4895.15,0.30983,0.33326,0.81917,0.96879,0.98551,0.98283,0.9222,0.37659,0.38589,0.79772,9.75082e-05,9.75082e-05,9.75082e-05
82,4953.39,0.31128,0.31612,0.81729,0.96614,0.98383,0.98285,0.92273,0.38219,0.39915,0.79896,8.08646e-05,8.08646e-05,8.08646e-05
83,5011.47,0.30406,0.31946,0.79812,0.96867,0.98317,0.98308,0.92616,0.37223,0.37728,0.79494,6.42209e-05,6.42209e-05,6.42209e-05
84,5071.27,0.29149,0.2981,0.81387,0.98777,0.96742,0.9831,0.92089,0.3633,0.3508,0.79195,4.75773e-05,4.75773e-05,4.75773e-05
85,5130.91,0.30561,0.30256,0.80978,0.98854,0.96725,0.9831,0.92793,0.36438,0.35523,0.7917,3.09336e-05,3.09336e-05,3.09336e-05
